Taxpayer_ID,Revenue,Expenses,Tax_Liability,Tax_Paid,Late_Filings,Compliance_Violations,Industry,Profit,Tax_Compliance_Ratio,Audit_Findings,Risk_Label
1034,816589.55,662529.06,88844.53,129149.32,0,2,Tech,154060.49,1.45,7,High
1035,934415.43,534729.37,68588.04,121005.2,4,1,Manufacturing,399686.06,1.76,7,High
1036,927417.72,556189.18,38214.35,44479.35,3,0,Healthcare,371228.54,1.16,9,High
1037,1286088.47,610142.67,138543.1,144569.48,3,2,Retail,675945.8,1.04,2,High
1038,1281986.76,749444.13,78121.55,66240.85,1,2,Tech,532542.63,0.85,1,High
1039,498154.35,116076.63,24835.49,12814.37,2,0,Healthcare,382077.72,0.52,9,Low
1040,1010030.55,931342.45,48936.25,47107.12,1,2,Manufacturing,78688.1,0.96,8,High
1041,1176179.48,523829.38,48611.53,37696.01,4,0,Healthcare,652350.1,0.78,8,High
1042,730623.36,498472.96,30027.23,16873.99,4,2,Tech,232150.4,0.56,7,High
1043,896460.52,1002434.65,53450.39,61822.96,1,2,Manufacturing,-105974.13,1.16,2,Medium
1044,940650.55,784515.38,45297.42,33620.65,3,0,Retail,156135.17,0.74,0,High
1045,1429800.51,976247.86,79751.11,95885.47,3,0,Manufacturing,453552.65,1.2,3,High
1046,1553926.83,2429515.07,64992.76,49238.49,2,1,Retail,-875588.24,0.76,9,Medium
1047,984242.77,428039.73,39866.7,39571.57,0,1,Finance,556203.04,0.99,3,Low
1048,898222.37,462501.29,51422.12,36754.83,3,2,Finance,435721.08,0.71,7,High
1049,1049561.35,816762.8,27494.65,50302.01,0,0,Healthcare,232798.55,1.83,1,Low
1050,1208904.04,911065.58,78859.61,82178.85,1,2,Finance,297838.46,1.04,7,High
1051,1520365.05,1261154.07,89755.26,179782.53,2,2,Finance,259210.98,2.0,9,High
1052,1118595.56,859928.27,40131.15,28661.48,4,0,Healthcare,258667.29,0.71,6,High
1053,1222021.85,1322650.66,53526.08,66574.5,2,1,Manufacturing,-100628.81,1.24,6,Low
1054,918003.36,1032835.71,45919.31,26060.69,1,2,Tech,-114832.35,0.57,0,Medium
1055,1568984.4,2233461.65,66007.21,70388.8,3,1,Retail,-664477.25,1.07,6,High
1056,558862.66,230694.86,25336.67,23533.51,1,0,Tech,328167.8,0.93,0,Low
1057,867257.35,330280.26,68933.17,59216.21,1,2,Tech,536977.09,0.86,2,High
1058,1465576.8,1077631.85,58854.25,79782.99,3,2,Manufacturing,387944.95,1.36,4,High
1059,637141.58,439941.19,32431.99,17187.92,3,2,Tech,197200.39,0.53,0,High
1060,594977.06,391097.6,44959.65,40955.69,4,2,Healthcare,203879.46,0.91,7,High
1061,1009531.08,867819.1,73299.75,58004.55,0,0,Retail,141711.98,0.79,4,Low
1062,583947.11,702390.08,23741.77,19095.86,1,0,Tech,-118442.97,0.8,8,Medium
1063,841185.3,535215.32,33373.69,37176.96,4,1,Retail,305969.98,1.11,3,High
1064,503994.2,207673.67,27806.22,26335.8,4,2,Manufacturing,296320.53,0.95,1,High
1065,690035.59,698931.43,29424.14,43451.58,0,2,Manufacturing,-8895.84,1.48,3,High
1066,869932.02,345835.69,71177.39,113199.85,0,2,Finance,524096.33,1.59,5,High
1067,1000342.52,417710.02,57268.37,57668.32,1,3,Finance,582632.5,1.01,1,High
1068,678191.8,299860.21,37064.64,38339.4,4,1,Retail,378331.59,1.03,4,High
1069,1683402.22,1363015.18,51211.49,55936.69,2,1,Retail,320387.04,1.09,7,High
1070,723632.58,1086276.17,10057.86,10111.79,3,0,Finance,-362643.59,1.01,8,High
1071,1052993.56,606687.07,63756.99,63064.9,0,1,Retail,446306.49,0.99,6,Low
1072,1778295.47,1585507.98,83466.47,101805.7,1,2,Retail,192787.49,1.22,4,High
1073,894518.73,619311.7,50868.43,52526.58,0,1,Retail,275207.03,1.03,3,Low
1074,629557.72,534475.7,58358.11,44506.02,2,1,Tech,95082.02,0.76,7,Low
1075,1004544.46,1255602.32,71841.94,98508.87,3,1,Healthcare,-251057.86,1.37,4,High
1076,806882.64,712090.06,32042.73,25258.4,0,3,Healthcare,94792.58,0.79,6,High
1077,829435.52,444865.69,46094.21,82807.98,2,2,Manufacturing,384569.83,1.8,4,High
1078,1285430.82,1555077.69,83855.95,65375.76,0,2,Manufacturing,-269646.87,0.78,6,High
1079,943218.52,1082798.12,35670.64,40318.06,4,0,Finance,-139579.6,1.13,3,High
1080,565989.96,375978.62,13382.65,10647.58,1,0,Tech,190011.34,0.8,3,Low
1081,618628.9,893129.63,18273.58,6886.21,0,1,Healthcare,-274500.73,0.38,9,High
1082,1246036.14,1418245.54,36764.64,31189.02,4,1,Manufacturing,-172209.4,0.85,0,High
1083,1838387.73,615041.57,92502.71,77326.57,0,2,Healthcare,1223346.16,0.84,3,High
1084,726620.92,940170.3,32459.03,29018.53,1,2,Manufacturing,-213549.38,0.89,7,High
1085,1360313.52,1280386.9,124152.46,107964.2,4,1,Tech,79926.62,0.87,8,High
1086,893764.89,574418.81,16464.47,17677.68,4,0,Tech,319346.08,1.07,2,High
1087,951779.09,589786.26,54106.12,84779.44,1,1,Tech,361992.83,1.57,5,High
1088,490164.69,250038.38,25996.87,23566.67,1,0,Retail,240126.31,0.91,8,High
1089,689336.04,536582.64,30390.2,34076.17,3,1,Healthcare,152753.4,1.12,5,High
1090,973529.27,810038.08,31450.34,30320.64,0,2,Manufacturing,163491.19,0.96,6,High
1091,821842.91,479615.2,16137.82,16344.36,2,1,Healthcare,342227.71,1.01,8,High
1092,1438817.85,1436241.09,65140.37,85826.41,2,2,Finance,2576.76,1.32,7,High
1093,523152.13,635610.55,24430.56,27619.4,0,1,Retail,-112458.42,1.13,3,High
1094,944255.17,984986.42,86428.41,71918.06,4,0,Manufacturing,-40731.25,0.83,3,High
1095,756311.86,256617.83,54914.08,99016.64,3,0,Retail,499694.03,1.8,1,High
1096,932405.55,612691.47,50725.45,67232.62,4,0,Manufacturing,319714.08,1.33,6,High
1097,1627893.09,1236303.55,64665.42,41141.62,3,0,Healthcare,391589.54,0.64,2,High
1098,657331.39,418376.87,21816.84,16302.12,3,2,Finance,238954.52,0.75,4,High
1099,1056462.53,817113.18,55687.91,81788.33,0,0,Manufacturing,239349.35,1.47,0,Low
1100,1192585.26,1676998.69,56425.54,50238.6,1,1,Retail,-484413.43,0.89,2,High
1101,1319797.57,676158.95,57354.57,74881.33,2,0,Finance,643638.62,1.31,7,Medium
1102,341666.36,281622.0,40692.15,43374.51,1,1,Retail,60044.36,1.07,7,Medium
1103,641683.9,151083.45,35143.64,24723.16,1,1,Finance,490600.45,0.7,9,High
1104,950168.76,331955.56,146519.58,183416.85,2,0,Manufacturing,618213.2,1.25,9,Medium
1105,904638.24,500956.62,53436.52,54796.47,4,1,Finance,403681.62,1.03,9,High
1106,1581758.58,851225.62,88379.3,63777.9,3,0,Finance,730532.96,0.72,9,High
1107,1069354.0,635250.2,63057.51,41108.51,1,0,Retail,434103.8,0.65,8,Low
1108,1373588.14,1537121.92,56770.44,40212.97,4,1,Healthcare,-163533.78,0.71,5,High
1109,797482.08,1993705.2,35654.75,29352.62,2,1,Retail,-1196223.12,0.82,1,Medium
1110,811953.11,427785.96,50820.79,25241.32,1,1,Healthcare,384167.15,0.5,8,Low
1111,911193.3,1141371.08,46818.3,33939.37,3,1,Healthcare,-230177.78,0.72,0,High
1112,1138687.25,1800429.68,61502.88,44325.8,0,2,Finance,-661742.43,0.72,2,High
1113,1143524.72,675871.16,123310.66,153756.76,2,1,Retail,467653.56,1.25,3,High
1114,1152422.25,268529.8,30189.23,22235.92,3,1,Healthcare,883892.45,0.74,6,High
1115,1108761.24,678885.7,37088.33,36411.58,0,0,Manufacturing,429875.54,0.98,8,High
1116,1661036.13,995913.43,100354.86,96743.69,4,2,Finance,665122.7,0.96,6,High
1117,1634356.08,1866433.63,177817.12,212892.13,0,1,Tech,-232077.55,1.2,0,Low
1118,751132.25,517074.87,39207.52,35117.07,3,2,Retail,234057.38,0.9,4,High
1119,680043.56,254996.22,42252.45,108837.6,1,3,Retail,425047.34,2.58,0,High
1120,697421.25,757302.08,33073.7,35712.06,3,2,Finance,-59880.83,1.08,8,High
1121,1268804.83,928096.07,90827.67,70141.1,1,3,Healthcare,340708.76,0.77,4,High
1122,662943.28,1001964.63,29559.28,19179.71,1,0,Manufacturing,-339021.35,0.65,7,Low
1123,569604.64,324834.0,9825.75,9233.79,2,0,Healthcare,244770.64,0.94,7,High
1124,1836102.39,1782448.8,38051.62,36519.76,4,1,Tech,53653.59,0.96,2,High
1125,1291666.87,1475082.76,72136.66,50622.43,3,1,Tech,-183415.89,0.7,0,High
1126,1096850.94,978312.16,48608.02,57102.62,4,1,Manufacturing,118538.78,1.17,9,High
1127,1088359.59,807393.75,65392.56,53783.8,2,3,Healthcare,280965.84,0.82,2,High
1128,987842.19,781756.46,40936.62,40550.45,0,1,Tech,206085.73,0.99,0,Low
1129,973004.92,1083573.36,45758.2,62993.2,2,2,Retail,-110568.44,1.38,5,High
1130,751035.09,640492.48,35439.32,43900.33,0,0,Tech,110542.61,1.24,9,Low
1131,1295502.01,976328.36,23358.98,23048.62,0,1,Finance,319173.65,0.99,2,High
1132,1133169.89,1023937.53,98700.26,194250.93,3,0,Finance,109232.36,1.97,9,High
1133,1019037.84,1247632.33,154911.91,220254.02,0,1,Healthcare,-228594.49,1.42,1,Low
1134,1211885.83,920719.6,134279.54,238928.34,0,2,Retail,291166.23,1.78,4,High
1135,798548.52,714511.8,39857.0,118946.74,1,2,Retail,84036.72,2.98,1,High
1136,1286976.61,847138.53,53750.58,70115.86,4,0,Retail,439838.08,1.3,1,High
1137,171584.44,88216.72,11888.27,11081.0,3,1,Tech,83367.72,0.93,8,Medium
1138,1195245.34,769533.9,67111.45,57418.54,4,1,Healthcare,425711.44,0.86,5,High
1139,683028.72,409164.06,47642.83,29004.15,1,0,Manufacturing,273864.66,0.61,6,Low
1140,1294571.09,842491.44,54794.84,64074.54,4,1,Tech,452079.65,1.17,9,High
1141,1106156.24,479226.17,55568.46,48757.43,1,1,Healthcare,626930.07,0.88,0,High
1142,639129.62,652339.73,38036.18,29978.59,3,3,Manufacturing,-13210.11,0.79,6,High
1143,989563.1,695143.32,44734.08,34424.02,4,2,Manufacturing,294419.78,0.77,3,High
1144,932017.69,1457179.95,50850.06,51221.24,4,0,Retail,-525162.26,1.01,2,High
1145,1224266.9,615911.31,85164.28,84140.98,3,0,Manufacturing,608355.59,0.99,6,High
1146,745923.09,1166606.41,21077.56,20365.12,3,2,Healthcare,-420683.32,0.97,5,High
1147,913815.15,762951.45,46376.66,48796.86,4,2,Retail,150863.7,1.05,8,High
1148,1098347.36,1348374.24,33541.21,23484.85,2,0,Retail,-250026.88,0.7,0,Medium
1149,739980.77,403734.16,19982.08,17545.0,1,0,Retail,336246.61,0.88,5,Low
1150,964844.43,614102.11,34456.48,26448.85,1,2,Finance,350742.32,0.77,3,High
1151,774436.21,422302.33,43464.29,51283.59,3,2,Tech,352133.88,1.18,4,High
1152,746498.3,251649.43,37928.43,36126.27,3,2,Finance,494848.87,0.95,3,High
1153,1313587.9,398454.53,88912.15,98838.18,1,2,Tech,915133.37,1.11,9,High
1154,1400376.5,2002203.7,112895.46,98720.44,1,2,Manufacturing,-601827.2,0.87,5,High
1155,497815.49,292741.73,45125.28,105342.18,0,0,Finance,205073.76,2.33,1,High
1156,951828.81,527089.09,56675.21,55536.38,1,1,Finance,424739.72,0.98,2,Medium
1157,1032742.48,778551.17,51253.36,22922.87,4,0,Retail,254191.31,0.45,3,High
1158,1314725.38,522654.25,85762.58,99809.49,1,0,Finance,792071.13,1.16,3,Low
1159,573409.13,206206.67,41633.93,26911.88,4,1,Retail,367202.46,0.65,4,High
1160,562751.53,490255.85,29663.58,11071.65,0,1,Manufacturing,72495.68,0.37,9,Low
1161,610368.82,499566.86,21930.65,14687.2,4,2,Manufacturing,110801.96,0.67,5,High
1162,1687591.91,1108930.74,82756.32,155799.24,1,2,Manufacturing,578661.17,1.88,4,High
1163,1201740.09,576362.39,53989.97,73870.2,1,2,Retail,625377.7,1.37,4,High
1164,722179.08,458230.7,31410.25,36677.66,1,0,Retail,263948.38,1.17,5,Medium
1165,1848242.08,1887155.75,120451.15,53031.96,4,2,Finance,-38913.67,0.44,9,High
1166,550709.62,323684.87,48216.65,43101.16,2,0,Retail,227024.75,0.89,0,High
1167,1139182.23,848816.28,54350.58,99096.4,3,2,Retail,290365.95,1.82,9,High
1168,1088718.12,1762582.96,46454.81,41396.09,1,0,Tech,-673864.84,0.89,7,Medium
1169,1260702.91,1185656.21,46327.23,28258.84,2,1,Tech,75046.7,0.61,3,High
1170,524413.49,371150.34,27594.07,23767.76,3,0,Manufacturing,153263.15,0.86,7,High
1171,902330.45,766051.61,68385.25,56857.49,1,2,Tech,136278.84,0.83,6,High
1172,1368424.86,1884400.73,68825.83,25989.09,3,1,Healthcare,-515975.87,0.38,2,High
1173,1273321.72,441459.19,49779.4,56805.29,3,1,Manufacturing,831862.53,1.14,8,High
1174,1097988.6,1106003.52,70595.68,82482.85,0,1,Finance,-8014.92,1.17,4,Low
1175,1035921.72,529785.31,51669.69,54526.56,0,1,Healthcare,506136.41,1.06,7,Low
1176,795080.98,558018.16,38013.07,34175.05,3,0,Manufacturing,237062.82,0.9,5,High
1177,489085.34,312851.19,55353.44,46300.74,4,2,Tech,176234.15,0.84,6,High
1178,587922.43,404722.22,29338.58,36430.83,4,0,Retail,183200.21,1.24,9,High
1179,1314555.91,941834.82,34496.11,21333.19,2,0,Healthcare,372721.09,0.62,8,High
1180,1108291.49,152918.12,82059.13,179661.54,0,0,Finance,955373.37,2.19,8,High
1181,936979.07,385462.09,69007.52,58633.01,3,1,Tech,551516.98,0.85,1,High
1182,1346758.86,1055754.87,71045.84,67560.31,0,0,Retail,291003.99,0.95,7,Low
1183,565172.33,649243.03,36250.91,31963.86,2,0,Retail,-84070.7,0.88,1,High
1184,513104.29,540330.65,15588.43,15165.48,0,0,Healthcare,-27226.36,0.97,6,Medium
1185,1297310.1,770523.64,46612.57,48952.49,1,0,Manufacturing,526786.46,1.05,0,Low
1186,1201181.21,1095478.57,114574.32,96007.46,2,0,Retail,105702.64,0.84,2,Medium
1187,1769242.7,1596378.12,64589.99,63506.38,4,1,Healthcare,172864.58,0.98,3,High
1188,1230352.97,1087668.94,63217.14,166410.84,0,2,Healthcare,142684.03,2.63,6,High
1189,927243.2,1606396.61,52832.42,46713.9,2,1,Tech,-679153.41,0.88,4,High
1190,826409.75,379192.74,20665.67,33112.96,1,1,Manufacturing,447217.01,1.6,2,Low
1191,1272164.92,854114.82,42991.5,26879.82,4,2,Manufacturing,418050.1,0.63,8,High
1192,1137997.44,727938.09,227599.49,185493.1,3,1,Tech,410059.35,0.81,0,High
1193,1612614.08,846451.53,46095.52,62528.66,1,1,Healthcare,766162.55,1.36,1,Medium
1194,650234.32,430311.18,51651.3,26663.95,1,2,Tech,219923.14,0.52,1,High
1195,733182.81,1100612.43,49383.19,56471.29,2,3,Finance,-367429.62,1.14,1,High
1196,370790.75,247400.99,24056.74,45561.99,1,1,Retail,123389.76,1.89,1,Low
1197,1404506.72,735886.59,51009.56,27547.09,1,0,Tech,668620.13,0.54,0,Medium
1198,1163038.3,966228.43,49524.12,42455.11,3,2,Tech,196809.87,0.86,6,High
1199,1277812.52,1016828.33,63777.93,91787.15,0,1,Retail,260984.19,1.44,4,High
1200,711981.75,624244.37,24283.03,22924.78,3,2,Finance,87737.38,0.94,9,High
1201,931268.88,612997.73,32462.8,39529.34,0,1,Retail,318271.15,1.22,2,Low
1202,1484362.1,1087891.98,57877.23,58654.71,1,2,Retail,396470.12,1.01,8,High
1203,1168063.13,2253864.71,110296.29,70010.06,2,1,Retail,-1085801.58,0.63,3,Medium
1204,1020751.94,849330.34,57326.92,45773.16,1,2,Manufacturing,171421.6,0.8,3,High
1205,1276466.24,1349290.29,49955.24,35163.61,1,0,Manufacturing,-72824.05,0.7,6,Medium
1206,1059532.81,620687.8,53171.67,52559.7,3,0,Healthcare,438845.01,0.99,9,High
1207,1349417.17,608320.5,51032.27,50580.94,3,0,Finance,741096.67,0.99,2,High
1208,714294.46,715981.9,43810.51,51944.11,1,1,Tech,-1687.44,1.19,4,High
1209,1086591.45,472471.6,67512.07,67590.36,1,1,Retail,614119.85,1.0,3,High
1210,976530.87,1020375.5,58516.89,69346.72,1,0,Finance,-43844.63,1.19,3,High
1211,1151854.57,726993.89,20768.9,21449.17,2,1,Finance,424860.68,1.03,4,Medium
1212,846274.94,484089.67,31625.06,18006.58,4,2,Tech,362185.27,0.57,1,High
1213,495714.82,229151.38,21098.36,17328.25,1,0,Finance,266563.44,0.82,0,Low
1214,1004645.89,726624.42,48032.44,36017.37,4,0,Manufacturing,278021.47,0.75,6,High
1215,1347202.96,621357.43,41949.49,37821.7,1,1,Retail,725845.53,0.9,3,High
1216,796257.98,453495.6,18827.27,12827.18,4,1,Tech,342762.38,0.68,2,High
1217,1182485.85,1086521.68,92629.06,110984.21,1,1,Retail,95964.17,1.2,3,Medium
1218,1134863.37,1244190.96,54386.11,39185.82,2,0,Finance,-109327.59,0.72,0,Medium
1219,956554.89,951107.67,61886.1,24441.44,0,1,Healthcare,5447.22,0.39,3,High
1220,1406994.9,839213.75,76305.52,44173.4,2,1,Healthcare,567781.15,0.58,4,Medium
1221,815612.53,685275.03,125770.5,191834.86,2,0,Manufacturing,130337.5,1.53,9,Medium
1222,606249.45,438478.53,36841.51,32482.93,1,1,Manufacturing,167770.92,0.88,0,Low
1223,1503369.65,503230.58,72046.05,88508.98,2,2,Finance,1000139.07,1.23,0,High
1224,388713.88,326596.15,18438.99,13894.23,4,0,Manufacturing,62117.73,0.75,6,High
1225,860635.65,1141269.33,66041.05,61043.13,2,0,Tech,-280633.68,0.92,3,Medium
1226,1104027.21,784791.34,46937.86,40184.79,4,2,Manufacturing,319235.87,0.86,9,High
1227,379856.9,180334.27,14585.41,24098.56,1,1,Finance,199522.63,1.65,8,High
1228,667247.57,668114.58,20996.43,14309.23,1,1,Finance,-867.01,0.68,9,High
1229,1000488.91,680932.32,62870.6,42774.01,1,0,Healthcare,319556.59,0.68,0,High
1230,993211.26,447318.31,54281.13,34899.52,0,0,Retail,545892.95,0.64,6,Low
1231,435345.22,505794.22,31536.22,36287.57,2,2,Tech,-70449.0,1.15,4,High
1232,868319.34,443688.12,40195.87,37278.01,0,1,Healthcare,424631.22,0.93,5,High
1233,603612.8,337237.37,14066.59,26738.83,0,0,Tech,266375.43,1.9,6,Low
1234,1120971.48,693816.06,40729.56,82748.04,3,2,Manufacturing,427155.42,2.03,4,High
1235,199428.95,146534.8,13874.14,15181.26,1,1,Retail,52894.15,1.09,3,Low
1236,1238711.59,811064.89,98330.66,55696.29,4,2,Retail,427646.7,0.57,4,High
1237,1028214.13,992316.64,42069.05,57329.08,3,0,Tech,35897.49,1.36,6,High
1238,720007.98,627253.96,26349.23,23935.03,0,1,Manufacturing,92754.02,0.91,3,Low
1239,383613.81,366645.12,14787.46,14806.9,3,1,Finance,16968.69,1.0,0,High
1240,1382656.88,1071237.78,65243.86,35812.91,0,1,Tech,311419.1,0.55,1,Medium
1241,1122067.91,693046.53,72591.27,42916.18,4,0,Finance,429021.38,0.59,2,High
1242,1224990.7,1223399.02,72359.58,61763.06,1,1,Finance,1591.68,0.85,6,Low
1243,1439516.47,365184.26,48815.84,51529.74,2,0,Retail,1074332.21,1.06,9,High
1244,858235.16,406588.04,61742.61,44820.07,4,0,Tech,451647.12,0.73,9,High
1245,1248153.18,284137.32,56524.97,49693.8,2,2,Manufacturing,964015.86,0.88,7,High
1246,643354.44,668824.66,32074.45,19088.66,4,1,Healthcare,-25470.22,0.6,3,High
1247,817741.52,621271.93,53698.82,44722.72,3,2,Retail,196469.59,0.83,8,High
1248,1748925.25,1185107.43,70541.16,62446.78,4,1,Healthcare,563817.82,0.89,7,High
1249,950671.42,482998.25,40238.72,23809.26,3,1,Tech,467673.17,0.59,9,High
1250,668244.08,813202.77,70236.17,47889.5,1,0,Manufacturing,-144958.69,0.68,8,Low
1251,1483099.49,1138062.41,78051.19,84251.33,4,1,Tech,345037.08,1.08,0,High
1252,1170480.79,464921.29,57910.23,81796.13,0,1,Finance,705559.5,1.41,0,Low
1253,421359.19,287697.76,20999.59,17419.99,3,0,Retail,133661.43,0.83,1,High
1254,805529.09,659619.26,67883.99,76871.39,2,0,Tech,145909.83,1.13,9,Medium
1255,1005797.02,749051.49,48434.57,45831.18,3,2,Retail,256745.53,0.95,2,High
1256,584601.03,502538.21,55762.0,59762.17,4,2,Retail,82062.82,1.07,8,High
1257,862603.31,713835.75,52257.25,48193.09,3,1,Manufacturing,148767.56,0.92,9,High
1258,759514.48,867365.06,40238.81,45509.19,1,1,Tech,-107850.58,1.13,3,Medium
1259,1248819.55,858258.0,76509.6,36623.73,0,0,Healthcare,390561.55,0.48,5,Low
1260,820886.42,408565.09,90051.51,50011.88,0,0,Retail,412321.33,0.56,4,High
1261,1038212.32,418924.65,78810.67,138460.69,4,1,Retail,619287.67,1.76,3,High
1262,1203141.94,591788.22,61022.09,66921.05,2,1,Finance,611353.72,1.1,4,High
1263,972627.88,1594580.44,23632.76,26718.36,3,1,Healthcare,-621952.56,1.13,4,High
1264,526111.54,211666.54,21670.52,22920.08,2,3,Manufacturing,314445.0,1.06,2,High
1265,837434.44,961359.87,26420.3,16915.99,0,2,Finance,-123925.43,0.64,8,High
1266,778836.57,1429938.19,35214.05,159349.93,1,1,Retail,-651101.62,4.53,8,Low
1267,830010.13,1081356.47,44505.54,48149.81,2,2,Finance,-251346.34,1.08,9,High
1268,1000178.77,488279.92,44094.07,45400.05,3,0,Healthcare,511898.85,1.03,8,High
1269,904022.3,1055503.19,39286.19,35566.92,3,1,Finance,-151480.89,0.91,2,High
1270,1150901.66,469770.38,31078.39,25193.87,3,2,Retail,681131.28,0.81,1,High
1271,1069500.66,1503206.34,61877.77,60293.84,3,1,Tech,-433705.68,0.97,3,High
1272,734643.76,400262.03,38635.61,21992.84,2,0,Tech,334381.73,0.57,0,High
1273,934711.16,838104.26,19023.02,13481.2,1,1,Retail,96606.9,0.71,8,High
1274,1223576.51,929601.49,44381.68,35530.92,2,1,Retail,293975.02,0.8,9,High
1275,675715.54,453306.48,32382.6,65209.31,3,1,Tech,222409.06,2.01,3,High
1276,458234.93,459853.21,30864.2,37367.66,4,1,Finance,-1618.28,1.21,0,High
1277,1556509.83,1364701.4,65536.88,38349.78,4,0,Finance,191808.43,0.59,6,High
1278,1092236.4,745762.72,70319.19,50242.65,4,0,Retail,346473.68,0.71,2,High
1279,780357.48,786053.81,54358.6,65171.2,2,3,Finance,-5696.33,1.2,6,High
1280,882946.38,936080.69,42518.65,42247.68,0,1,Retail,-53134.31,0.99,3,High
1281,368424.75,134031.29,20943.97,17954.71,4,1,Tech,234393.46,0.86,9,High
1282,1308015.82,1838444.56,72547.16,54534.34,2,2,Tech,-530428.74,0.75,0,High
1283,1268701.22,974148.21,51731.89,40458.58,3,0,Finance,294553.01,0.78,1,High
1284,932227.59,504862.41,33599.27,59747.7,3,0,Healthcare,427365.18,1.78,4,High
1285,2001650.89,663176.44,88176.29,126536.06,2,2,Manufacturing,1338474.45,1.44,0,High
1286,623322.0,653549.64,15054.45,15842.59,1,1,Finance,-30227.64,1.05,5,Low
1287,1477131.92,1091321.8,85802.65,144249.78,2,0,Finance,385810.12,1.68,9,High
1288,897034.49,494473.89,73533.19,38405.61,3,2,Finance,402560.6,0.52,2,High
1289,1164314.39,872592.85,34145.26,30585.44,3,2,Retail,291721.54,0.9,2,High
1290,1599277.6,1214571.51,38070.94,32075.32,1,2,Healthcare,384706.09,0.84,0,High
1291,1003719.06,663010.35,26958.29,14585.6,0,1,Retail,340708.71,0.54,1,High
1292,846216.4,566185.62,43431.76,36401.92,0,0,Retail,280030.78,0.84,5,High
1293,431123.84,368899.65,26238.66,22827.0,2,2,Manufacturing,62224.19,0.87,9,High
1294,966054.74,573368.82,44582.2,40555.37,0,0,Tech,392685.92,0.91,5,High
1295,852091.45,847877.65,55262.43,77994.67,0,0,Tech,4213.8,1.41,3,Low
1296,922059.7,591774.34,49441.28,55694.05,3,2,Finance,330285.36,1.13,0,High
1297,843576.85,378190.82,35991.65,29223.6,4,1,Retail,465386.03,0.81,9,High
1298,842715.27,274608.53,41822.61,35481.97,1,1,Retail,568106.74,0.85,8,Medium
