Taxpayer_ID,Revenue,Expenses,Tax_Liability,Tax_Paid,Late_Filings,Compliance_Violations,Industry,Profit,Tax_Compliance_Ratio,Audit_Findings,Risk_Label
52,884475.32,779160.71,36993.05,40905.59,4,1,Retail,105314.61,1.11,2,High
53,796923.4,798806.04,40128.25,45114.51,0,0,Tech,-1882.64,1.12,4,Low
54,1183502.89,752134.75,45444.11,40162.46,3,2,Manufacturing,431368.14,0.88,0,High
55,1309299.86,589938.97,29811.94,65349.37,1,0,Finance,719360.89,2.19,2,Low
56,1279384.04,565675.33,37711.13,39432.28,2,1,Retail,713708.71,1.05,3,Medium
57,748234.74,694889.19,42856.69,42444.53,1,0,Manufacturing,53345.55,0.99,4,Low
58,907236.29,934545.8,63115.84,50043.89,4,0,Retail,-27309.51,0.79,9,High
59,1099379.03,808720.03,53938.42,35978.5,2,1,Healthcare,290659.0,0.67,8,High
60,1292663.54,625877.13,52903.85,44043.19,1,1,Tech,666786.41,0.83,3,Medium
61,856247.73,854339.74,62763.47,51174.53,2,0,Healthcare,1907.99,0.82,2,Medium
62,944302.31,130291.48,47939.42,44671.4,0,1,Finance,814010.83,0.93,9,Low
63,668099.51,929753.14,55856.97,47066.13,3,1,Healthcare,-261653.63,0.84,0,High
64,641138.01,352057.24,48451.67,42706.68,1,1,Retail,289080.77,0.88,9,Medium
65,1243757.75,627511.81,53980.44,32855.3,4,1,Healthcare,616245.94,0.61,5,High
66,1406872.01,476066.02,41258.62,51215.93,0,1,Retail,930805.99,1.24,6,Low
67,978396.96,441063.7,13417.74,65549.33,1,1,Finance,537333.26,4.89,9,Low
68,1301059.87,932165.36,47985.81,48184.02,0,2,Healthcare,368894.51,1.0,7,High
69,1108490.81,606459.76,71341.22,50252.64,4,0,Tech,502031.05,0.7,0,High
70,806464.07,769300.78,63893.23,54927.23,1,1,Tech,37163.29,0.86,3,Medium
71,1108418.68,690615.88,64480.96,35306.7,4,0,Tech,417802.8,0.55,4,High
72,1461410.97,795408.17,68541.96,65025.15,2,2,Healthcare,666002.8,0.95,1,High
73,989252.19,715364.38,51329.86,50023.29,4,1,Healthcare,273887.81,0.97,0,High
74,1469393.1,443401.56,52959.74,64318.57,2,0,Healthcare,1025991.54,1.21,7,Medium
75,214076.47,899253.36,40735.22,40669.67,1,1,Retail,-685176.89,1.0,5,Low
76,1246570.75,601248.68,45258.91,66180.62,2,1,Finance,645322.07,1.46,4,Medium
77,1026114.12,388683.62,59236.57,55751.55,1,1,Tech,637430.5,0.94,8,Low
78,910297.79,614376.97,68058.27,53530.4,1,1,Retail,295920.82,0.79,1,High
79,,1000151.96,47908.31,50340.24,3,1,Tech,,1.05,9,High
80,403729.33,870044.35,43247.16,45514.71,1,1,Retail,-466315.02,1.05,7,Low
81,934098.43,630269.57,50007.92,60005.32,2,1,Healthcare,303828.86,1.2,9,Medium
82,1107133.77,630148.46,59018.1,49403.6,3,2,Tech,476985.31,0.84,8,High
83,1443368.21,635672.99,28342.18,28329.3,3,2,Healthcare,807695.22,1.0,0,High
84,844518.93,1115349.6,15557.29,36828.14,1,1,Tech,-270830.67,2.37,6,Low
85,757451.92,776387.09,41741.95,46141.54,4,1,Manufacturing,-18935.17,1.11,7,High
86,849472.89,786008.33,31689.31,51099.99,4,2,Retail,63464.56,1.61,2,High
87,1274620.64,906056.69,42377.9,47434.12,3,2,Manufacturing,368563.95,1.12,3,High
88,1098625.33,747757.83,47783.3,60189.71,1,2,Retail,350867.5,1.26,2,High
89,841071.94,648191.57,43201.27,28488.98,4,1,Finance,192880.37,0.66,6,High
90,1153980.23,660730.03,71787.01,49435.88,1,0,Tech,493250.2,0.69,8,High
91,1029123.26,685679.75,54901.17,29820.21,1,0,Finance,343443.51,0.54,2,High
92,1290593.5,692555.55,54507.12,55597.12,3,0,Finance,598037.95,1.02,5,High
93,789384.07,845525.91,59333.11,47055.41,3,0,Retail,-56141.84,0.79,7,High
94,901701.36,710389.18,32917.5,52196.1,0,1,Manufacturing,191312.18,1.59,5,Low
95,882367.55,846528.02,65586.68,39361.17,4,0,Healthcare,35839.53,0.6,1,High
96,560945.52,683856.68,48863.54,60794.65,4,2,Retail,-122911.16,1.24,6,High
97,1088836.08,715727.04,60057.21,58417.25,4,2,Healthcare,373109.04,0.97,1,High
98,1078316.58,300359.86,33922.14,53835.44,2,0,Finance,777956.72,1.59,1,Medium
99,1001534.04,883265.53,26693.62,46704.83,1,2,Healthcare,118268.51,1.75,1,High
100,929623.86,769297.7,62268.34,53798.57,3,1,Manufacturing,160326.16,0.86,0,High
101,575388.78,899602.02,55646.14,40931.07,4,0,Retail,-324213.24,0.74,0,High
102,873806.4,120748.92,36469.23,56555.56,0,0,Manufacturing,753057.48,1.55,6,Low
103,897185.65,1117674.94,36955.05,64494.81,4,1,Manufacturing,-220489.29,1.75,4,High
104,759316.82,672082.07,66881.52,58706.11,1,2,Retail,87234.75,0.88,2,High
105,951614.29,921636.56,32158.82,40703.98,1,1,Manufacturing,29977.73,1.27,0,Low
106,1121215.26,492018.81,74640.09,51614.17,3,1,Tech,629196.45,0.69,9,High
107,1565855.77,822554.78,36490.69,35068.58,2,2,Tech,743300.99,0.96,5,High
108,1052373.34,489316.89,59575.88,53723.9,3,1,Tech,563056.45,0.9,0,High
109,1077265.12,575246.21,45070.72,52506.03,4,2,Healthcare,502018.91,1.16,8,High
110,977666.23,1082806.27,59047.81,29301.84,0,2,Manufacturing,-105140.04,0.5,1,High
111,424368.64,661863.52,41838.29,36382.16,3,1,Retail,-237494.88,0.87,0,High
112,992045.84,743486.57,47558.11,45168.61,2,2,Retail,248559.27,0.95,6,High
113,1018069.06,874013.55,50613.79,44991.4,3,1,Healthcare,144055.51,0.89,5,High
114,1738972.63,799136.38,34967.19,35905.23,1,2,Retail,939836.25,1.03,5,High
115,942291.71,730083.78,61112.37,51889.79,4,0,Tech,212207.93,0.85,4,High
116,1090464.2,772992.2,42301.8,50514.74,4,2,Manufacturing,317472.0,1.19,3,High
117,989586.47,1180683.12,46571.0,46057.31,4,2,Retail,-191096.65,0.99,3,High
118,649396.59,688476.24,35084.76,40442.08,4,1,Retail,-39079.65,1.15,2,High
119,1342846.84,740219.81,11565.0,58487.07,4,2,Finance,602627.03,5.06,9,High
120,1225579.91,910130.88,47134.58,64554.07,4,0,Finance,315449.03,1.37,7,High
121,1237309.58,921105.19,86189.23,43164.39,0,0,Finance,316204.39,0.5,6,High
122,727183.76,937406.06,61769.06,41878.33,2,2,Manufacturing,-210222.3,0.68,8,High
123,1420838.29,827746.04,49711.09,52912.08,4,2,Tech,593092.25,1.06,0,High
124,579444.68,471399.02,46056.64,44419.71,2,0,Tech,108045.66,0.96,6,Medium
125,1176057.13,1026686.31,50336.99,46606.03,4,1,Tech,149370.82,0.93,9,High
126,1657136.69,470730.92,58206.79,55396.53,3,0,Manufacturing,1186405.77,0.95,3,High
127,702839.1,760527.09,32287.81,28906.44,4,0,Manufacturing,-57687.99,0.9,6,High
128,830110.68,549144.83,66714.83,61183.02,1,2,Finance,280965.85,0.92,0,High
129,1029895.41,687172.33,60730.72,48726.81,0,2,Retail,342723.08,0.8,4,High
130,848957.3,765752.48,60772.79,43885.07,3,0,Healthcare,83204.82,0.72,2,High
131,534800.97,764271.44,56577.14,47107.66,3,1,Healthcare,-229470.47,0.83,4,High
132,1020568.89,784384.15,50294.25,47624.29,1,0,Retail,236184.74,0.95,3,Low
133,681308.89,1022742.25,60092.92,30687.99,4,0,Finance,-341433.36,0.51,1,High
134,1142077.73,790706.86,58877.21,62949.38,0,1,Retail,351370.87,1.07,3,Low
135,724172.73,651168.67,44689.39,48413.26,3,0,Retail,73004.06,1.08,2,High
136,1464980.32,892817.43,41395.97,52430.02,0,0,Healthcare,572162.89,1.27,0,Low
137,765024.01,937894.1,51527.84,57515.5,3,2,Finance,-172870.09,1.12,9,High
138,903381.55,454478.44,73235.3,37788.38,4,1,Manufacturing,448903.11,0.52,7,High
139,1244055.17,819480.01,31413.39,52734.72,3,2,Healthcare,424575.16,1.68,4,High
140,630740.71,840234.55,27987.12,45323.59,3,2,Manufacturing,-209493.84,1.62,3,High
141,1068237.98,640487.3,52471.41,56467.71,2,1,Finance,427750.68,1.08,9,Medium
142,1392142.83,975141.36,50763.32,26727.73,4,1,Retail,417001.47,0.53,4,High
143,517755.03,669988.88,52600.12,47009.06,1,0,Tech,-152233.85,0.89,3,Medium
144,1055390.16,725115.29,53659.3,41971.79,1,2,Tech,330274.87,0.78,2,High
145,1077964.84,665385.64,46651.97,52322.63,4,1,Finance,412579.2,1.12,4,High
146,1234546.86,703115.81,72347.95,52700.44,1,2,Tech,531431.05,0.73,3,High
147,628914.79,480744.98,25986.44,40923.74,4,2,Manufacturing,148169.81,1.57,0,High
148,603863.02,411989.82,37572.54,40878.26,1,1,Tech,191873.2,1.09,2,Low
149,1156582.47,1018901.01,48451.18,46893.35,2,0,Finance,137681.46,0.97,9,Medium
150,1089095.4,530607.73,25352.17,39033.58,1,2,Finance,558487.67,1.54,9,High
151,1075147.86,501721.53,47362.18,56419.84,3,1,Manufacturing,573426.33,1.19,7,High
152,1103934.46,269321.98,74922.05,44307.93,4,0,Tech,834612.48,0.59,6,High
153,795992.58,572207.65,50313.3,18930.12,0,2,Tech,223784.93,0.38,1,High
154,1069676.11,435382.04,53460.51,44251.78,0,1,Retail,634294.07,0.83,0,Medium
155,1087921.74,1028403.03,31097.53,37614.56,4,2,Healthcare,59518.71,1.21,2,High
156,785694.57,901963.42,40754.58,31687.24,2,1,Finance,-116268.85,0.78,4,High
157,1559732.35,562369.93,44372.05,35625.73,1,1,Retail,997362.42,0.8,9,Medium
158,1142149.88,1150487.16,45234.27,49094.08,2,2,Finance,-8337.28,1.09,0,High
159,642608.95,896353.1,69224.66,61286.41,0,2,Retail,-253744.15,0.89,2,High
160,1196966.08,635033.72,58365.37,51131.84,4,1,Healthcare,561932.36,0.88,2,High
161,707595.5,200118.86,33328.13,41934.97,4,0,Retail,507476.64,1.26,4,High
162,1236125.38,1158188.51,53697.57,52559.04,2,2,Finance,77936.87,0.98,2,High
163,1347578.67,422085.51,57473.33,43409.1,2,1,Tech,925493.16,0.76,8,High
164,753795.3,370920.25,67102.24,41054.0,1,1,Finance,382875.05,0.61,0,High
165,1289012.84,904514.09,73708.11,36456.37,3,0,Manufacturing,384498.75,0.49,3,High
166,1123834.28,1187950.48,34773.59,30481.71,3,0,Manufacturing,-64116.2,0.88,9,High
167,1246618.05,976854.56,37837.14,44100.76,1,0,Manufacturing,269763.49,1.17,9,Low
168,1569037.89,812781.82,31136.33,49580.53,3,2,Manufacturing,756256.07,1.59,3,High
169,926383.57,818950.87,46489.7,47033.76,0,1,Healthcare,107432.7,1.01,0,Low
170,773879.15,870683.11,56995.38,43840.33,3,1,Tech,-96803.96,0.77,1,High
171,733145.67,851785.72,64810.02,38542.54,1,1,Tech,-118640.05,0.59,0,High
172,755256.91,756238.28,48860.73,54082.46,3,0,Finance,-981.37,1.11,5,High
173,976869.49,720840.22,45202.29,34828.68,4,1,Retail,256029.27,0.77,2,High
174,1102345.59,687481.37,52276.37,55760.28,2,2,Finance,414864.22,1.07,6,High
175,1083007.24,549207.08,37472.86,37977.83,0,0,Finance,533800.16,1.01,4,Low
176,1248154.97,643864.98,81343.08,40475.65,4,0,Finance,604289.99,0.5,8,High
177,1003900.57,361408.64,25885.08,33332.15,4,0,Finance,642491.93,1.29,6,High
178,1436060.22,680332.07,52771.11,42985.98,1,0,Tech,755728.15,0.81,3,Medium
179,920602.95,502281.78,80354.09,57753.12,2,2,Retail,418321.17,0.72,4,High
180,1816050.75,479282.14,50102.0,53156.28,2,1,Finance,1336768.61,1.06,4,Medium
181,1187700.2,735978.83,47149.41,57784.22,0,2,Tech,451721.37,1.23,4,High
182,742852.73,978400.46,44638.32,53221.43,1,1,Finance,-235547.73,1.19,9,Low
183,678732.25,883663.32,47294.12,36963.3,0,2,Manufacturing,-204931.07,0.78,8,High
184,1144741.72,385899.88,70592.73,44692.11,3,0,Finance,758841.84,0.63,9,High
185,932961.16,502074.37,16822.07,40198.01,4,0,Finance,430886.79,2.39,2,High
186,1214200.15,888154.24,73001.51,61305.75,0,2,Healthcare,326045.91,0.84,5,High
187,1141971.29,503502.52,28640.64,36032.11,4,2,Manufacturing,638468.77,1.26,7,High
188,978151.33,655073.37,46000.22,56936.98,1,1,Retail,323077.96,1.24,8,Low
189,745961.88,810010.42,43561.33,56929.54,3,2,Finance,-64048.54,1.31,6,High
190,545545.83,506331.11,58828.3,66296.2,1,2,Retail,39214.72,1.13,2,High
191,866045.51,721075.1,26028.13,43903.13,3,1,Manufacturing,144970.41,1.69,0,High
192,1256919.64,433194.9,56932.59,55123.22,3,1,Finance,823724.74,0.97,3,High
193,1064228.12,579726.47,80364.64,70816.52,4,1,Healthcare,484501.65,0.88,5,High
194,626278.37,763956.39,29552.39,41823.58,1,2,Tech,-137678.02,1.42,2,High
195,1051954.28,381401.25,52845.59,32649.6,1,1,Healthcare,670553.03,0.62,0,High
196,1115595.21,788094.95,40070.27,29199.9,0,0,Healthcare,327500.26,0.73,5,High
197,734842.77,696072.44,56388.31,55127.12,1,0,Tech,38770.33,0.98,0,Low
198,1046117.53,810497.99,50287.22,29168.5,0,0,Tech,235619.54,0.58,8,High
199,1017462.62,744782.83,40377.7,44276.81,2,2,Tech,272679.79,1.1,0,High
200,657108.91,972828.09,57318.08,52373.13,2,0,Finance,-315719.18,0.91,5,Medium
201,1107336.21,725044.9,77065.22,49851.76,2,2,Retail,382291.31,0.65,0,High
202,1168235.36,614118.89,47136.44,52254.45,1,2,Retail,554116.47,1.11,6,High
203,1324915.37,724459.5,60796.37,50222.9,1,0,Tech,600455.87,0.83,2,Medium
204,1316140.62,808659.61,30600.91,60788.66,0,1,Healthcare,507481.01,1.99,5,Low
205,586699.19,709772.01,35653.45,38476.84,3,2,Manufacturing,-123072.82,1.08,6,High
206,718652.49,708118.34,57086.09,41230.05,0,0,Tech,10534.15,0.72,0,High
207,1154510.58,559601.66,72261.74,40273.41,2,2,Healthcare,594908.92,0.56,0,High
208,1154135.79,567419.82,55334.2,56301.92,0,1,Healthcare,586715.97,1.02,4,Low
209,1154514.31,419478.95,45304.13,57003.99,3,1,Finance,735035.36,1.26,5,High
210,2155819.45,1049915.35,49989.37,52512.25,1,0,Finance,1105904.1,1.05,8,Low
211,1171267.15,451227.35,31243.88,59834.94,0,2,Retail,720039.8,1.92,0,High
212,1340669.69,561418.96,59067.73,36219.59,2,2,Retail,779250.73,0.61,3,High
213,1286200.53,556318.55,63235.0,64672.24,2,2,Manufacturing,729881.98,1.02,9,High
214,1195417.38,878984.88,43218.65,63232.39,1,2,Manufacturing,316432.5,1.46,7,High
215,905419.23,641010.06,42949.37,55356.22,0,0,Manufacturing,264409.17,1.29,9,Low
216,1227690.77,949548.41,53988.17,65817.99,3,1,Manufacturing,278142.36,1.22,8,High
217,768152.44,565301.88,43449.2,31433.77,1,0,Healthcare,202850.56,0.72,2,High
218,928954.42,755798.83,49008.01,42755.52,0,2,Healthcare,173155.59,0.87,1,High
219,854390.94,532930.59,81495.83,40646.97,4,2,Retail,321460.35,0.5,3,High
220,1024562.24,1129029.83,46294.61,55214.79,2,1,Finance,-104467.59,1.19,1,Medium
221,1694397.57,462480.32,44624.9,37498.59,3,2,Finance,1231917.25,0.84,0,High
222,439820.44,761964.14,40286.87,55574.95,3,0,Tech,-322143.7,1.38,2,High
223,1205878.06,826755.38,61162.88,61705.36,3,0,Healthcare,379122.68,1.01,6,High
224,516185.24,782759.82,47281.64,54952.03,2,1,Manufacturing,-266574.58,1.16,0,Medium
225,858420.44,662942.47,40259.4,50837.51,0,0,Manufacturing,195477.97,1.26,1,Low
226,1326685.18,674035.86,69819.56,38121.27,1,0,Tech,652649.32,0.55,0,High
227,1019284.01,708762.29,71294.05,39531.49,0,0,Finance,310521.72,0.55,7,High
228,676676.57,670599.6,40993.65,60496.19,1,0,Manufacturing,6076.97,1.48,4,Low
229,785408.89,892775.82,22001.9,55793.49,3,2,Finance,-107366.93,2.54,7,High
230,1203879.32,1142104.6,65112.71,47609.8,0,0,Tech,61774.72,0.73,2,High
231,780890.01,588501.64,39730.55,43820.9,3,1,Finance,192388.37,1.1,6,High
232,1064937.58,426039.4,61859.38,27741.92,4,1,Finance,638898.18,0.45,7,High
233,1013671.55,682343.59,20448.44,37291.48,3,0,Finance,331327.96,1.82,5,High
234,804519.9,1215941.87,63388.96,67114.19,3,1,Manufacturing,-411421.97,1.06,6,High
235,1643183.23,539265.09,31832.42,35195.44,1,0,Retail,1103918.14,1.11,1,Low
236,1190175.71,1027823.36,60961.46,49894.8,4,1,Healthcare,162352.35,0.82,7,High
237,392457.22,1035540.16,50214.1,58074.44,3,1,Finance,-643082.94,1.16,4,High
238,1055936.29,589282.35,35690.91,35450.77,3,0,Finance,466653.94,0.99,6,High
239,801464.06,813796.62,43894.46,49847.1,4,0,Finance,-12332.56,1.14,0,High
240,1255730.0,1025679.32,60294.78,57379.16,4,2,Retail,230050.68,0.95,4,High
241,762243.78,624174.45,51588.42,48124.99,0,0,Tech,138069.33,0.93,0,Low
242,965579.07,659283.93,58766.19,76684.03,1,0,Manufacturing,306295.14,1.3,7,Low
243,1151496.18,583663.82,79646.61,31314.01,4,2,Retail,567832.36,0.39,3,High
244,1259726.56,497048.65,26536.38,58587.29,4,0,Finance,762677.91,2.21,3,High
245,639911.08,570144.49,74258.19,46271.98,2,0,Retail,69766.59,0.62,1,High
246,899649.63,455211.95,51565.34,55719.2,4,2,Retail,444437.68,1.08,4,High
247,857516.41,706816.69,36518.24,52413.07,1,0,Retail,150699.72,1.44,0,Low
248,804001.23,546005.35,30045.3,40668.44,3,0,Tech,257995.88,1.35,8,High
249,1529636.27,746757.18,47163.19,50289.96,3,2,Healthcare,782879.09,1.07,4,High
250,1121494.51,388820.87,63824.75,29420.99,3,2,Manufacturing,732673.64,0.46,5,High
251,621734.81,766176.05,48086.76,54032.48,3,1,Tech,-144441.24,1.12,1,High
252,1275358.58,866705.79,72667.32,50981.58,2,0,Tech,408652.79,0.7,9,High
253,1636646.86,301252.87,28232.36,54386.6,4,1,Healthcare,1335393.99,1.93,9,High
254,1309739.58,774811.31,49818.67,58581.18,3,1,Tech,534928.27,1.18,0,High
255,544189.01,945533.8,31214.1,51676.2,0,2,Retail,-401344.79,1.66,3,High
256,854729.78,458071.8,55454.48,49480.89,3,0,Retail,396657.98,0.89,6,High
257,1380073.34,1034514.48,63303.31,39189.32,4,0,Finance,345558.86,0.62,5,High
258,787699.16,783803.8,43688.57,40877.79,3,2,Tech,3895.36,0.94,9,High
259,1133145.83,558997.63,10936.79,59867.35,2,1,Finance,574148.2,5.47,0,Medium
260,1232390.22,688846.18,52984.22,62363.35,1,2,Manufacturing,543544.04,1.18,0,High
261,721920.86,811665.38,56551.08,45618.9,1,0,Retail,-89744.52,0.81,7,Medium
262,982142.39,715201.08,56064.42,48460.03,4,2,Manufacturing,266941.31,0.86,3,High
263,27619.8,807751.2,68536.73,38953.86,1,0,Healthcare,-780131.4,0.57,4,High
264,692683.71,515865.28,33934.19,59727.57,1,1,Retail,176818.43,1.76,6,Low
265,924229.55,733872.16,60203.24,54654.17,0,0,Manufacturing,190357.39,0.91,7,Low
266,625665.05,417257.1,67887.61,67412.17,4,1,Healthcare,208407.95,0.99,9,High
267,1489723.39,677754.79,23321.19,39216.77,4,1,Manufacturing,811968.6,1.68,6,High
268,570957.59,519218.47,54794.78,44219.92,1,0,Healthcare,51739.12,0.81,1,Medium
269,867986.65,552894.01,42437.3,50314.46,1,0,Healthcare,315092.64,1.19,3,Low
270,1039222.17,947218.64,48777.16,54464.9,1,1,Retail,92003.53,1.12,9,Low
271,1432381.99,918262.02,55215.15,45843.32,2,2,Finance,514119.97,0.83,0,High
272,569241.35,821827.62,42691.57,39270.39,3,0,Healthcare,-252586.27,0.92,9,High
273,1348949.13,481537.45,39864.38,56814.08,2,1,Healthcare,867411.68,1.43,8,Medium
274,1003069.92,636718.31,50512.29,55211.35,4,1,Retail,366351.61,1.09,2,High
275,705547.4,942619.54,33691.31,38837.26,0,2,Finance,-237072.14,1.15,2,High
276,1138631.04,728343.38,33712.62,61554.43,3,0,Tech,410287.66,1.83,9,High
277,1059717.91,1163865.91,60190.6,59701.99,0,1,Tech,-104148.0,0.99,8,Low
278,819934.94,778663.57,32768.09,49342.96,4,2,Finance,41271.37,1.51,9,High
279,1020940.63,738409.82,59994.69,48795.98,4,1,Manufacturing,282530.81,0.81,2,High
280,884405.92,638176.71,56938.87,53540.58,0,0,Retail,246229.21,0.94,7,Low
281,1034055.2,726708.18,24112.9,39382.97,0,2,Finance,307347.02,1.63,1,High
282,1198639.2,669506.03,39836.53,48300.31,0,1,Tech,529133.17,1.21,2,Low
283,1475805.04,841621.74,67911.64,26476.16,4,2,Healthcare,634183.3,0.39,1,High
284,628655.35,891340.46,35282.52,56764.56,1,0,Tech,-262685.11,1.61,0,Low
285,1639910.01,542802.11,43033.94,32385.07,0,2,Healthcare,1097107.9,0.75,1,High
286,414373.66,433753.41,56930.91,63034.2,3,0,Retail,-19379.75,1.11,7,High
287,954464.47,332758.93,61750.86,44698.8,4,1,Healthcare,621705.54,0.72,8,High
288,1176495.16,801598.27,46226.92,45883.33,2,0,Finance,374896.89,0.99,1,Medium
289,1084297.56,479326.68,41037.35,41722.66,2,1,Healthcare,604970.88,1.02,6,Medium
290,813190.14,269421.88,71335.55,45119.61,3,1,Manufacturing,543768.26,0.63,4,High
291,937563.32,777715.72,76083.49,62185.31,1,0,Finance,159847.6,0.82,2,Medium
292,852099.72,1198599.9,64682.87,23121.91,0,1,Retail,-346500.18,0.36,8,High
293,823190.57,698785.82,51279.77,60769.65,4,2,Finance,124404.75,1.19,5,High
294,1254880.63,867698.15,37876.01,51380.23,0,1,Manufacturing,387182.48,1.36,0,Low
295,1107104.65,716365.87,37543.33,35929.78,4,0,Retail,390738.78,0.96,4,High
296,792127.12,680222.07,57837.71,37246.88,2,2,Tech,111905.05,0.64,6,High
297,1269879.96,883815.3,56275.97,64763.93,0,2,Manufacturing,386064.66,1.15,3,High
298,1092189.86,641945.09,71023.98,38544.93,3,1,Retail,450244.77,0.54,7,High
299,1243858.64,753478.46,59756.75,36466.49,1,1,Healthcare,490380.18,0.61,9,High
300,1188888.65,764339.56,27453.8,59373.15,3,0,Finance,424549.09,2.16,4,High
301,751301.5,566381.91,65779.21,51385.53,1,2,Retail,184919.59,0.78,8,High
302,831945.69,898408.47,35029.09,38620.74,0,0,Finance,-66462.78,1.1,8,Low
303,1224188.08,665008.05,44240.43,50166.25,0,1,Healthcare,559180.03,1.13,8,Low
304,1183111.08,548850.97,53753.0,37742.47,1,2,Retail,634260.11,0.7,0,High
305,993729.52,807301.97,79935.01,59008.21,2,0,Tech,186427.55,0.74,1,High
306,1035198.21,520306.4,96648.78,58613.71,4,0,Manufacturing,514891.81,0.61,2,High
